Rk,Squad,Comp,Pl,Age,Poss,Playing_Time_MP,Playing_Time_Starts,Playing_Time_Min,Playing_Time_90s,Performance_Gls,Performance_Ast,Performance_G+A,Performance_GPK,Performance_PK,Performance_PKatt,Performance_CrdY,Performance_CrdR,Per_90_Minutes_Gls,Per_90_Minutes_Ast,Per_90_Minutes_G+A,Per_90_Minutes_GPK,Per_90_Minutes_G+APK,Season,Competition,90s,Tackles_Tkl,Tackles_TklW,Tackles_Def_3rd,Tackles_Mid_3rd,Tackles_Att_3rd,Challenges_Tkl,Challenges_Att,Challenges_Tkl_2,Challenges_Lost,Blocks_Blocks,Blocks_Sh,Blocks_Pass,Int,Tkl+Int,Clr,Err,SCA_SCA,SCA_SCA90,SCA_Types_PassLive,SCA_Types_PassDead,SCA_Types_TO,SCA_Types_Sh,SCA_Types_Fld,SCA_Types_Def,GCA_GCA,GCA_GCA90,GCA_Types_PassLive,GCA_Types_PassDead,GCA_Types_TO,GCA_Types_Sh,GCA_Types_Fld,GCA_Types_Def,Goals_GA,Goals_PKA,Goals_FK,Goals_CK,Goals_OG,Expected_PSxG,Expected_PSxGSoT,Expected_PSxG+,Expected_90,Launched_Cmp,Launched_Att,Launched_Cmp_2,Passes_Att_GK,Passes_Thr,Passes_Launch,Passes_AvgLen,Goal_Kicks_Att,Goal_Kicks_Launch,Goal_Kicks_AvgLen,Crosses_Opp,Crosses_Stp,Crosses_Stp_2,Sweeper_OPA,Sweeper_OPA90,Sweeper_AvgDist,Performance_GA,Performance_GA90,Performance_SoTA,Performance_Saves,Performance_Save,Performance_W,Performance_D,Performance_L,Performance_CS,Performance_CS_2,Penalty_Kicks_PKatt,Penalty_Kicks_PKA,Penalty_Kicks_PKsv,Penalty_Kicks_PKm,Penalty_Kicks_Save,Performance_2CrdY,Performance_Fls,Performance_Fld,Performance_Off,Performance_Crs,Performance_Int,Performance_TklW,Performance_PKwon,Performance_PKcon,Performance_OG,Total_Cmp,Total_Att,Total_Cmp_2,Total_TotDist,Total_PrgDist,Short_Cmp,Short_Att,Short_Cmp_2,Medium_Cmp,Medium_Att,Medium_Cmp_2,Long_Cmp,Long_Att,Long_Cmp_2,Ast,AxAG,KP,13,PPA,CrsPA,Att,Pass_Types_Live,Pass_Types_Dead,Pass_Types_FK,Pass_Types_TB,Pass_Types_Sw,Pass_Types_Crs,Pass_Types_TI,Pass_Types_CK,Corner_Kicks_In,Corner_Kicks_Out,Corner_Kicks_Str,Outcomes_Cmp,Outcomes_Off,Outcomes_Blocks,Playing_Time_MnMP,Playing_Time_Min_2,Starts_Starts,Starts_MnStart,Starts_Compl,Subs_Subs,Subs_MnSub,Subs_unSub,Team_Success_PPM,Team_Success_onG,Team_Success_onGA,Team_Success_+,Team_Success_+90,Touches_Touches,Touches_Def_Pen,Touches_Def_3rd,Touches_Mid_3rd,Touches_Att_3rd,Touches_Att_Pen,Touches_Live,TakeOns_Att,TakeOns_Succ,TakeOns_Succ_2,TakeOns_Tkld,TakeOns_Tkld_2,Carries_Carries,Carries_TotDist,Carries_PrgDist,Carries_13,Carries_CPA,Carries_Mis,Carries_Dis,Rec,Standard_Gls,Standard_Sh,Standard_SoT,Standard_SoT_2,Standard_Sh90,Standard_SoT90,Standard_GSh,Standard_GSoT,Standard_Dist,Standard_PK,Standard_PKatt,Expected_xG,Expected_npxG,Expected_xAG,Expected_npxG+xAG,Progression_PrgC,Progression_PrgP,Per_90_Minutes_xG,Per_90_Minutes_xAG,Per_90_Minutes_xG+xAG,Per_90_Minutes_npxG,Per_90_Minutes_npxG+xAG,Performance_Recov,Aerial_Duels_Won,Aerial_Duels_Lost,Aerial_Duels_Won_2,xAG,Expected_xA,Expected_AxAG,PrgP,Team_Success_xG_onxG,Team_Success_xG_onxGA,Team_Success_xG_xG+,Team_Success_xG_xG+90,Carries_PrgC,Receiving_Rec,Receiving_PrgR,Standard_FK,Expected_npxGSh,Expected_GxG,Expected_npGxG
,Sheffield Utd,eng Premier League,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.0,1.0,0.0,2.0,0.0,43.7,0.32,4.7,0.12,270.0,872.0,31.0,816.0,110.0,74.4,51.2,272.0,97.4,69.1,572.0,20.0,3.5,23.0,0.61,7.0,39.0,1.03,139.0,99.0,72.7,14.0,12.0,12.0,13.0,34.2,3.0,1.0,1.0,1.0,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82.0,Sheffield Utd,eng Premier League,26,26.9,43.1,38.0,418.0,3420.0,38.0,36.0,25.0,61.0,35.0,1.0,1.0,63.0,2.0,0.95,0.66,1.61,0.92,1.58,2019-2020,Big 5 European Leagues,38.0,611.0,377.0,304.0,229.0,78.0,261.0,646.0,40.4,385.0,336.0,106.0,230.0,420.0,1031.0,931.0,16.0,630.0,16.58,457.0,62.0,44.0,38.0,23.0,6.0,63.0,1.66,47.0,3.0,6.0,6.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,412.0,306.0,78.0,866.0,420.0,377.0,1.0,3.0,0.0,12125.0,16858.0,71.9,222335.0,83887.0,5714.0,6687.0,85.4,4480.0,5657.0,79.2,1579.0,3404.0,46.4,25.0,,269.0,1053.0,282.0,97.0,16858.0,14962.0,1818.0,375.0,15.0,206.0,866.0,882.0,212.0,150.0,18.0,18.0,12125.0,78.0,341.0,90.0,100.0,418.0,84.0,,110.0,22.0,171.0,1.42,39.0,39.0,0.0,0.0,21000.0,2180.0,6190.0,8918.0,6070.0,733.0,20999.0,535.0,346.0,64.7,187.0,35.0,9508.0,48303.0,23773.0,375.0,116.0,519.0,292.0,,36.0,352.0,109.0,31.0,9.26,2.87,0.1,0.32,15.2,1.0,1.0,43.0,42.2,34.0,76.3,493.0,1352.0,1.13,0.9,2.03,1.11,2.01,2041.0,946.0,886.0,51.6,34.0,29.7,-9.0,1352.0,43.0,51.0,-7.9,-0.21,493.0,12015.0,1334.0,4.0,0.12,-7.0,-7.2
,Southampton,eng Premier League,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.0,3.0,1.0,5.0,1.0,54.7,0.31,-4.3,-0.11,229.0,706.0,32.4,824.0,103.0,59.8,42.3,255.0,83.5,56.2,578.0,29.0,5.0,39.0,1.03,17.0,60.0,1.58,168.0,108.0,66.1,15.0,7.0,16.0,9.0,23.7,4.0,3.0,1.0,0.0,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
83.0,Southampton,eng Premier League,25,25.9,48.9,38.0,418.0,3420.0,38.0,51.0,32.0,83.0,49.0,2.0,5.0,55.0,4.0,1.34,0.84,2.18,1.29,2.13,2019-2020,Big 5 European Leagues,38.0,706.0,416.0,325.0,287.0,94.0,324.0,793.0,40.9,469.0,488.0,124.0,364.0,425.0,1131.0,867.0,21.0,843.0,22.18,560.0,74.0,70.0,53.0,60.0,26.0,77.0,2.03,41.0,3.0,15.0,8.0,7.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,450.0,388.0,58.0,690.0,425.0,416.0,4.0,4.0,1.0,12488.0,17468.0,71.5,218809.0,83466.0,5869.0,7035.0,83.4,5027.0,6478.0,77.6,1240.0,2921.0,42.5,32.0,,340.0,1019.0,282.0,70.0,17468.0,15450.0,1960.0,448.0,27.0,133.0,690.0,950.0,210.0,106.0,87.0,5.0,12488.0,58.0,331.0,90.0,100.0,418.0,85.0,,111.0,18.0,171.0,1.37,51.0,60.0,-9.0,-0.24,22200.0,2123.0,6196.0,10753.0,5497.0,811.0,22196.0,680.0,423.0,62.2,257.0,37.8,10579.0,58592.0,29795.0,459.0,182.0,654.0,362.0,,51.0,494.0,171.0,34.6,13.0,4.5,0.1,0.29,17.8,2.0,5.0,56.1,52.1,36.4,88.5,628.0,1335.0,1.48,0.96,2.43,1.37,2.33,2150.0,810.0,878.0,48.0,36.4,28.7,-4.4,1335.0,56.1,52.8,3.3,0.09,628.0,12363.0,1308.0,27.0,0.11,-5.1,-3.1
,Strasbourg,fr Ligue 1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.0,6.0,0.0,3.0,0.0,33.4,0.26,1.4,0.05,199.0,458.0,43.4,651.0,111.0,49.3,39.6,201.0,68.2,51.3,335.0,17.0,5.1,9.0,0.33,11.0,32.0,1.19,104.0,71.0,75.0,11.0,5.0,11.0,8.0,29.6,7.0,6.0,1.0,0.0,14.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85.0,Strasbourg,fr Ligue 1,25,25.8,49.6,27.0,297.0,2430.0,27.0,32.0,21.0,53.0,29.0,3.0,4.0,47.0,1.0,1.19,0.78,1.96,1.07,1.85,2019-2020,Big 5 European Leagues,27.0,472.0,293.0,234.0,193.0,45.0,189.0,403.0,46.9,214.0,198.0,51.0,147.0,301.0,773.0,436.0,11.0,572.0,21.19,423.0,56.0,34.0,23.0,31.0,5.0,56.0,2.07,43.0,3.0,3.0,2.0,5.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,367.0,311.0,33.0,579.0,301.0,293.0,4.0,7.0,0.0,10044.0,12842.0,78.2,195373.0,69947.0,3908.0,4556.0,85.8,4143.0,4872.0,85.0,1597.0,2582.0,61.9,21.0,,246.0,733.0,198.0,75.0,12842.0,11488.0,1321.0,342.0,23.0,215.0,579.0,592.0,129.0,46.0,60.0,0.0,10044.0,33.0,205.0,90.0,100.0,297.0,86.0,,80.0,15.0,109.0,1.41,32.0,32.0,0.0,0.0,15640.0,1461.0,4811.0,7586.0,3427.0,469.0,15636.0,426.0,257.0,60.3,169.0,39.7,9288.0,49549.0,26561.0,388.0,80.0,440.0,255.0,,32.0,323.0,105.0,32.5,11.96,3.89,0.09,0.28,18.3,3.0,4.0,34.2,31.1,22.9,54.0,492.0,982.0,1.27,0.85,2.11,1.15,2.0,1442.0,512.0,399.0,56.2,22.9,20.6,-1.9,982.0,34.2,32.2,2.0,0.07,492.0,9971.0,973.0,13.0,0.1,-2.2,-2.1
,Torino,it Serie A,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68.0,10.0,3.0,7.0,3.0,61.9,0.25,-3.1,-0.08,258.0,552.0,46.7,885.0,120.0,39.3,30.9,356.0,57.3,40.8,613.0,22.0,3.6,19.0,0.5,9.3,68.0,1.79,208.0,142.0,72.1,11.0,7.0,20.0,7.0,18.4,11.0,10.0,1.0,0.0,9.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
86.0,Torino,it Serie A,27,27.3,47.4,38.0,418.0,3420.0,38.0,44.0,29.0,73.0,37.0,7.0,8.0,96.0,7.0,1.16,0.76,1.92,0.97,1.74,2019-2020,Big 5 European Leagues,38.0,572.0,314.0,266.0,236.0,70.0,212.0,549.0,38.6,337.0,433.0,160.0,273.0,495.0,1067.0,875.0,14.0,786.0,20.68,542.0,91.0,43.0,43.0,53.0,14.0,73.0,1.92,44.0,8.0,5.0,12.0,4.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,606.0,539.0,63.0,756.0,495.0,314.0,3.0,11.0,3.0,12572.0,16330.0,77.0,234941.0,88714.0,5436.0,6295.0,86.4,5089.0,6068.0,83.9,1728.0,3026.0,57.1,29.0,,338.0,852.0,297.0,135.0,16330.0,14310.0,1957.0,611.0,14.0,182.0,756.0,706.0,180.0,54.0,34.0,1.0,12572.0,63.0,318.0,90.0,100.0,418.0,84.0,,118.0,21.0,277.0,1.05,46.0,68.0,-22.0,-0.58,20846.0,2533.0,7181.0,9045.0,4883.0,737.0,20838.0,715.0,449.0,62.8,266.0,37.2,10971.0,63687.0,33973.0,544.0,156.0,605.0,360.0,,44.0,438.0,144.0,32.9,11.53,3.79,0.08,0.26,18.4,7.0,8.0,44.8,39.4,30.3,69.6,843.0,1220.0,1.18,0.8,1.98,1.04,1.83,2048.0,699.0,640.0,52.2,30.3,26.4,-1.3,1220.0,44.8,60.8,-16.0,-0.42,843.0,12474.0,1202.0,21.0,0.09,-0.8,-2.4
,Tottenham,eng Premier League,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.0,5.0,1.0,4.0,2.0,53.0,0.26,8.0,0.21,167.0,484.0,34.5,798.0,160.0,39.7,33.3,292.0,57.2,41.7,574.0,23.0,4.0,24.0,0.63,17.6,47.0,1.24,181.0,134.0,76.8,16.0,11.0,11.0,8.0,21.1,7.0,5.0,2.0,0.0,28.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87.0,Tottenham,eng Premier League,29,26.7,52.0,38.0,418.0,3420.0,38.0,56.0,39.0,95.0,53.0,3.0,4.0,84.0,3.0,1.47,1.03,2.5,1.39,2.42,2019-2020,Big 5 European Leagues,38.0,665.0,415.0,331.0,281.0,53.0,253.0,681.0,37.2,428.0,441.0,148.0,293.0,381.0,1046.0,894.0,24.0,779.0,20.5,589.0,43.0,54.0,37.0,38.0,18.0,94.0,2.47,62.0,3.0,13.0,10.0,4.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,423.0,424.0,66.0,641.0,381.0,415.0,4.0,7.0,2.0,16101.0,20296.0,79.3,268557.0,90635.0,7859.0,8877.0,88.5,6303.0,7463.0,84.5,1350.0,2655.0,50.8,39.0,,339.0,1077.0,283.0,47.0,20296.0,18404.0,1826.0,464.0,79.0,113.0,641.0,785.0,200.0,116.0,51.0,1.0,16101.0,66.0,344.0,90.0,100.0,418.0,85.0,,113.0,18.0,171.0,1.55,61.0,47.0,14.0,0.37,24729.0,2568.0,7603.0,11826.0,5549.0,710.0,24725.0,747.0,449.0,60.1,297.0,39.8,15489.0,76394.0,39387.0,573.0,182.0,577.0,437.0,,56.0,440.0,154.0,35.0,11.58,4.05,0.12,0.34,18.4,3.0,4.0,47.9,44.7,32.6,77.3,768.0,1410.0,1.26,0.86,2.12,1.18,2.03,2022.0,642.0,671.0,48.9,32.6,28.2,6.4,1410.0,47.9,54.2,-6.3,-0.17,768.0,15997.0,1398.0,21.0,0.1,8.1,8.3
,Toulouse,fr Ligue 1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58.0,3.0,1.0,3.0,1.0,44.0,0.27,-13.0,-0.47,222.0,586.0,37.9,739.0,96.0,51.4,40.3,286.0,72.0,49.9,437.0,17.0,3.9,28.0,1.0,15.6,58.0,2.07,146.0,87.0,62.3,3.0,4.0,21.0,3.0,10.7,5.0,3.0,2.0,0.0,40.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88.0,Toulouse,fr Ligue 1,30,25.1,44.2,28.0,308.0,2520.0,28.0,21.0,14.0,35.0,17.0,4.0,6.0,49.0,5.0,0.75,0.5,1.25,0.61,1.11,2019-2020,Big 5 European Leagues,28.0,549.0,346.0,270.0,227.0,52.0,220.0,508.0,43.3,288.0,252.0,77.0,175.0,320.0,869.0,592.0,13.0,552.0,19.71,381.0,57.0,35.0,34.0,29.0,16.0,39.0,1.39,26.0,2.0,2.0,4.0,4.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,396.0,295.0,30.0,534.0,320.0,346.0,4.0,5.0,1.0,9333.0,12290.0,75.9,159454.0,65760.0,4710.0,5440.0,86.6,3342.0,4089.0,81.7,997.0,2067.0,48.2,14.0,,230.0,655.0,165.0,57.0,12290.0,10842.0,1418.0,341.0,15.0,60.0,534.0,582.0,123.0,43.0,72.0,0.0,9333.0,30.0,214.0,90.0,100.0,308.0,84.0,,82.0,20.0,113.0,0.46,22.0,58.0,-36.0,-1.29,15562.0,1755.0,5101.0,7114.0,3522.0,492.0,15556.0,471.0,287.0,60.9,184.0,39.1,8756.0,48343.0,26213.0,379.0,96.0,475.0,293.0,,21.0,310.0,90.0,29.0,11.07,3.21,0.05,0.19,18.5,4.0,6.0,31.7,27.2,19.6,46.8,556.0,949.0,1.13,0.7,1.84,0.97,1.67,1517.0,468.0,522.0,47.3,19.6,20.7,-5.6,949.0,31.7,45.6,-13.9,-0.5,556.0,9271.0,945.0,12.0,0.09,-10.7,-10.2
,Udinese,it Serie A,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.0,8.0,2.0,4.0,0.0,52.1,0.22,1.1,0.03,184.0,421.0,43.7,812.0,171.0,34.5,32.7,358.0,39.4,34.1,581.0,25.0,4.3,20.0,0.53,11.6,51.0,1.34,194.0,141.0,77.8,12.0,9.0,17.0,14.0,36.8,10.0,8.0,2.0,0.0,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89.0,Udinese,it Serie A,25,26.5,44.7,38.0,418.0,3420.0,38.0,37.0,26.0,63.0,37.0,0.0,0.0,77.0,3.0,0.97,0.68,1.66,0.97,1.66,2019-2020,Big 5 European Leagues,38.0,597.0,340.0,329.0,214.0,54.0,253.0,593.0,42.7,340.0,434.0,153.0,281.0,375.0,972.0,789.0,13.0,826.0,21.74,628.0,69.0,48.0,37.0,32.0,12.0,61.0,1.61,43.0,4.0,6.0,4.0,1.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,506.0,414.0,65.0,730.0,375.0,340.0,0.0,10.0,0.0,13373.0,16971.0,78.8,235092.0,90315.0,6100.0,6891.0,88.5,5340.0,6354.0,84.0,1478.0,2657.0,55.6,26.0,,362.0,937.0,276.0,99.0,16971.0,15127.0,1779.0,470.0,19.0,151.0,730.0,664.0,200.0,73.0,55.0,0.0,13373.0,65.0,311.0,90.0,100.0,418.0,84.0,,124.0,19.0,299.0,1.18,37.0,51.0,-14.0,-0.37,21128.0,2448.0,7177.0,9500.0,4716.0,706.0,21128.0,550.0,350.0,63.6,199.0,36.2,12203.0,67349.0,36437.0,539.0,163.0,538.0,328.0,,37.0,469.0,141.0,30.1,12.34,3.71,0.08,0.26,18.5,0.0,0.0,41.6,41.6,33.5,75.2,709.0,1274.0,1.1,0.88,1.98,1.1,1.98,1888.0,483.0,534.0,47.5,33.5,25.9,-7.5,1274.0,41.6,53.4,-11.8,-0.31,709.0,13279.0,1261.0,12.0,0.09,-4.6,-4.6
,Union Berlin,de Bundesliga,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58.0,3.0,0.0,7.0,1.0,51.9,0.29,-5.1,-0.15,383.0,841.0,45.5,1107.0,122.0,55.9,41.7,276.0,80.4,56.5,529.0,32.0,6.0,38.0,1.12,13.4,58.0,1.71,167.0,109.0,67.1,12.0,5.0,17.0,8.0,23.5,4.0,3.0,1.0,0.0,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90.0,Union Berlin,de Bundesliga,26,27.7,41.9,34.0,374.0,3060.0,34.0,38.0,27.0,65.0,34.0,4.0,5.0,71.0,5.0,1.12,0.79,1.91,1.0,1.79,2019-2020,Big 5 European Leagues,34.0,550.0,322.0,265.0,220.0,65.0,213.0,565.0,37.7,352.0,396.0,124.0,272.0,421.0,971.0,775.0,8.0,659.0,19.38,424.0,86.0,41.0,49.0,49.0,10.0,66.0,1.94,37.0,8.0,3.0,8.0,8.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,523.0,374.0,64.0,628.0,421.0,322.0,3.0,4.0,1.0,9451.0,13664.0,69.2,179191.0,83697.0,3969.0,4928.0,80.5,3643.0,4732.0,77.0,1395.0,2884.0,48.4,27.0,,278.0,776.0,182.0,78.0,13664.0,11861.0,1739.0,439.0,13.0,47.0,628.0,796.0,137.0,65.0,61.0,2.0,9451.0,64.0,317.0,90.0,100.0,374.0,84.0,,113.0,20.0,193.0,1.21,41.0,58.0,-17.0,-0.5,17693.0,2129.0,6444.0,7580.0,3871.0,555.0,17688.0,456.0,259.0,56.8,197.0,43.2,8742.0,45422.0,22165.0,323.0,85.0,509.0,248.0,,38.0,397.0,130.0,32.7,11.68,3.82,0.09,0.26,18.0,4.0,5.0,41.4,37.6,28.0,65.7,387.0,944.0,1.22,0.82,2.04,1.11,1.93,1848.0,908.0,835.0,52.1,28.0,28.6,-1.0,944.0,41.4,54.3,-12.8,-0.38,387.0,9350.0,929.0,7.0,0.1,-3.4,-3.6
,Valencia,es La Liga,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.0,7.0,3.0,4.0,1.0,50.2,0.22,-1.8,-0.05,211.0,599.0,35.2,878.0,201.0,41.3,34.2,337.0,70.0,50.3,619.0,12.0,1.9,19.0,0.5,10.8,53.0,1.39,190.0,136.0,75.8,14.0,11.0,13.0,8.0,21.1,9.0,7.0,2.0,0.0,22.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91.0,Valencia,es La Liga,28,27.0,49.0,38.0,418.0,3420.0,38.0,45.0,34.0,79.0,40.0,5.0,8.0,80.0,8.0,1.18,0.89,2.08,1.05,1.95,2019-2020,Big 5 European Leagues,38.0,500.0,311.0,270.0,173.0,57.0,232.0,589.0,39.4,357.0,334.0,130.0,204.0,360.0,860.0,748.0,12.0,612.0,16.11,445.0,53.0,39.0,22.0,43.0,10.0,80.0,2.11,56.0,5.0,8.0,2.0,9.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,416.0,543.0,100.0,677.0,360.0,311.0,6.0,9.0,1.0,14490.0,18258.0,79.4,261347.0,90968.0,6320.0,7145.0,88.5,5926.0,6878.0,86.2,1705.0,3096.0,55.1,34.0,,253.0,974.0,273.0,59.0,18258.0,16284.0,1874.0,591.0,46.0,238.0,677.0,688.0,169.0,54.0,70.0,8.0,14490.0,100.0,257.0,90.0,100.0,418.0,83.0,,132.0,22.0,187.0,1.39,46.0,53.0,-7.0,-0.18,21847.0,2592.0,7697.0,9694.0,4654.0,638.0,21839.0,549.0,345.0,62.8,203.0,37.0,12893.0,70910.0,36309.0,491.0,114.0,521.0,283.0,,45.0,331.0,111.0,33.5,8.71,2.92,0.12,0.36,18.0,5.0,8.0,43.3,37.2,31.7,68.9,671.0,1378.0,1.14,0.83,1.97,0.98,1.81,1778.0,553.0,601.0,47.9,31.7,29.7,2.3,1378.0,43.3,56.0,-12.7,-0.33,671.0,14386.0,1367.0,18.0,0.11,1.7,2.8
,Valladolid,es La Liga,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.0,7.0,2.0,5.0,0.0,48.0,0.29,5.0,0.13,258.0,793.0,32.5,789.0,130.0,63.1,49.5,365.0,80.8,56.1,590.0,15.0,2.5,18.0,0.47,,43.0,1.13,139.0,95.0,74.1,9.0,15.0,14.0,12.0,31.6,8.0,7.0,1.0,0.0,12.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92.0,Valladolid,es La Liga,30,27.1,44.7,38.0,418.0,3420.0,38.0,31.0,19.0,50.0,28.0,3.0,6.0,84.0,0.0,0.82,0.5,1.32,0.74,1.24,2019-2020,Big 5 European Leagues,38.0,568.0,327.0,316.0,204.0,48.0,239.0,672.0,35.6,433.0,391.0,112.0,279.0,390.0,958.0,749.0,13.0,647.0,17.03,453.0,47.0,46.0,31.0,58.0,12.0,53.0,1.39,34.0,2.0,4.0,6.0,7.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,484.0,530.0,81.0,645.0,390.0,327.0,6.0,8.0,0.0,11187.0,15457.0,72.4,210278.0,81923.0,4901.0,5779.0,84.8,4401.0,5426.0,81.1,1531.0,3230.0,47.4,19.0,,254.0,841.0,155.0,57.0,15457.0,13389.0,1987.0,574.0,24.0,214.0,645.0,806.0,161.0,62.0,56.0,0.0,11187.0,81.0,293.0,90.0,100.0,418.0,83.0,,126.0,22.0,179.0,1.11,32.0,43.0,-11.0,-0.29,19410.0,2162.0,6607.0,9057.0,3980.0,480.0,19404.0,569.0,338.0,59.4,231.0,40.6,9985.0,55513.0,27378.0,403.0,110.0,537.0,324.0,,31.0,369.0,116.0,31.4,9.71,3.05,0.08,0.24,20.0,3.0,6.0,36.6,32.1,24.0,56.1,510.0,1106.0,0.96,0.63,1.59,0.85,1.48,1964.0,618.0,764.0,44.7,24.0,20.5,-5.0,1106.0,36.6,54.5,-18.0,-0.47,510.0,11102.0,1096.0,29.0,0.09,-5.6,-4.1
,Villarreal,es La Liga,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.0,8.0,0.0,10.0,2.0,45.2,0.22,-1.8,-0.05,146.0,442.0,33.0,858.0,173.0,32.3,28.0,329.0,50.2,40.5,648.0,19.0,2.9,27.0,0.71,10.2,49.0,1.29,164.0,116.0,75.0,18.0,6.0,14.0,12.0,31.6,9.0,8.0,1.0,0.0,11.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
